sector,scenario,vintage,metric,unit,year,value
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2029,8.98
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2030,8.58
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2031,8.01
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2032,7.45
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2033,6.88
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2034,6.32
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2035,5.75
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2036,5.18
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2037,4.62
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2038,4.05
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2039,3.49
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2040,2.92
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2041,2.70
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2042,2.48
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2043,2.27
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2044,2.05
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2045,1.83
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2046,1.61
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2047,1.40
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2048,1.18
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2049,0.96
oil_gas,NZ_WEO2021,WEO2021,absolute_emissions,Mt CO2,2050,0.74
